CCAA;Tipo de jornada;Tiempo de trabajo;Periodo;Total
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2007T1;75,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2006T4;78,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2006T3;82,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2006T2;78,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2006T1;78,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2005T4;81,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2005T3;84,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2005T2;79,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2005T1;76,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2004T4;81
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2004T3;80
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2004T2;76,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2004T1;78,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2003T4;78,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2003T3;76,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2003T2;75,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2003T1;74,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2002T4;82,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2002T3;83,9
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2002T2;80
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2002T1;78,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2001T4;79,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2001T3;80,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2001T2;79,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2001T1;80,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2000T4;80,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2000T3;80,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2000T2;80,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2000T1;77,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2007T4;79,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2007T3;83
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2007T2;77,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2007T1;76
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2006T4;78,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2006T3;82,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2006T2;78,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2006T1;78,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2005T4;81,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2005T3;84,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2005T2;79,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2005T1;76,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2004T4;81,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2004T3;80,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2004T2;76,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2004T1;78,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2003T4;78,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2003T3;76,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2003T2;75,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2003T1;74,9
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2002T4;82,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2002T3;84
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2002T2;79,9
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2002T1;78,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2001T4;79,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2001T3;80,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2001T2;79,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2001T1;80,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2000T4;80,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2000T3;80,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2000T2;80,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pagadas;2000T1;77,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2007T4;68,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2007T3;69
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2007T2;69,9
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2007T1;70,9
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2006T4;68,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2006T3;69,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2006T2;70,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2006T1;73,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2005T4;72,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2005T3;71,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2005T2;73,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2005T1;68,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2004T4;71,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2004T3;69,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2004T2;70,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2004T1;72,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2003T4;71,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2003T3;67,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2003T2;68,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2003T1;69,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2002T4;74,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2002T3;68,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2002T2;74,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2002T1;71,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2001T4;71,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2001T3;65,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2001T2;71,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2001T1;74,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2000T4;73
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2000T3;69,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2000T2;73,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas efectivas;2000T1;72,9
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2007T4;10,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2007T3;14,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2007T2;7,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2007T1;5,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2006T4;10,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2006T3;13,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2006T2;8,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2006T1;5,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2005T4;9,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2005T3;13,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2005T2;5,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2005T1;7,9
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2004T4;10
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2004T3;11
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2004T2;6,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2004T1;5,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2003T4;7,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2003T3;9,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2003T2;6,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2003T1;5,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2002T4;8,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2002T3;15,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2002T2;5,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2002T1;7,5
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2001T4;8,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2001T3;14,8
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2001T2;8,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2001T1;6,6
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2000T4;7,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2000T3;11,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2000T2;7,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas no trabajadas;2000T1;4,7
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2007T4;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2007T3;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2007T2;0,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2007T1;0,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2006T4;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2006T3;0,3
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2006T2;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2006T1;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2005T4;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2005T3;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2005T2;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2005T1;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2004T4;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2004T3;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2004T2;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2004T1;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2003T4;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2003T3;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2003T2;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2003T1;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2002T4;0,1
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2002T3;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2002T2;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2002T1;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2001T4;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2001T3;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2001T2;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2001T1;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2000T4;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2000T3;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2000T2;0
03 Asturias, Principado de;Jornada a tiempo parcial;Horas extras por trabajador;2000T1;0
04 Balears, Illes;Ambas jornadas;Horas pactadas;2007T4;155,6
04 Balears, Illes;Ambas jornadas;Horas pactadas;2007T3;157,9
04 Balears, Illes;Ambas jornadas;Horas pactadas;2007T2;157,9
04 Balears, Illes;Ambas jornadas;Horas pactadas;2007T1;154,6
04 Balears, Illes;Ambas jornadas;Horas pactadas;2006T4;156,1
04 Balears, Illes;Ambas jornadas;Horas pactadas;2006T3;159,6
04 Balears, Illes;Ambas jornadas;Horas pactadas;2006T2;158,8
04 Balears, Illes;Ambas jornadas;Horas pactadas;2006T1;156,1
04 Balears, Illes;Ambas jornadas;Horas pactadas;2005T4;157,5
04 Balears, Illes;Ambas jornadas;Horas pactadas;2005T3;159,5
04 Balears, Illes;Ambas jornadas;Horas pactadas;2005T2;158,2
04 Balears, Illes;Ambas jornadas;Horas pactadas;2005T1;155,7
04 Balears, Illes;Ambas jornadas;Horas pactadas;2004T4;158,9
04 Balears, Illes;Ambas jornadas;Horas pactadas;2004T3;160,8
04 Balears, Illes;Ambas jornadas;Horas pactadas;2004T2;159,4
04 Balears, Illes;Ambas jornadas;Horas pactadas;2004T1;155,9
04 Balears, Illes;Ambas jornadas;Horas pactadas;2003T4;159,9
04 Balears, Illes;Ambas jornadas;Horas pactadas;2003T3;162,3
04 Balears, Illes;Ambas jornadas;Horas pactadas;2003T2;161,5
04 Balears, Illes;Ambas jornadas;Horas pactadas;2003T1;160
04 Balears, Illes;Ambas jornadas;Horas pactadas;2002T4;159,1
04 Balears, Illes;Ambas jornadas;Horas pactadas;2002T3;163,1
04 Balears, Illes;Ambas jornadas;Horas pactadas;2002T2;161,4
04 Balears, Illes;Ambas jornadas;Horas pactadas;2002T1;159,3
04 Balears, Illes;Ambas jornadas;Horas pactadas;2001T4;161,2
04 Balears, Illes;Ambas jornadas;Horas pactadas;2001T3;163,1
04 Balears, Illes;Ambas jornadas;Horas pactadas;2001T2;162,2
04 Balears, Illes;Ambas jornadas;Horas pactadas;2001T1;160,9
04 Balears, Illes;Ambas jornadas;Horas pactadas;2000T4;160,9
04 Balears, Illes;Ambas jornadas;Horas pactadas;2000T3;161,7
04 Balears, Illes;Ambas jornadas;Horas pactadas;2000T2;162,1
04 Balears, Illes;Ambas jornadas;Horas pactadas;2000T1;159,2
04 Balears, Illes;Ambas jornadas;Horas pagadas;2007T4;156
04 Balears, Illes;Ambas jornadas;Horas pagadas;2007T3;158,3
04 Balears, Illes;Ambas jornadas;Horas pagadas;2007T2;158,3
04 Balears, Illes;Ambas jornadas;Horas pagadas;2007T1;155
04 Balears, Illes;Ambas jornadas;Horas pagadas;2006T4;156,5
04 Balears, Illes;Ambas jornadas;Horas pagadas;2006T3;159,9
04 Balears, Illes;Ambas jornadas;Horas pagadas;2006T2;159,1
04 Balears, Illes;Ambas jornadas;Horas pagadas;2006T1;156,3
04 Balears, Illes;Ambas jornadas;Horas pagadas;2005T4;158
04 Balears, Illes;Ambas jornadas;Horas pagadas;2005T3;159,9
04 Balears, Illes;Ambas jornadas;Horas pagadas;2005T2;158,6
04 Balears, Illes;Ambas jornadas;Horas pagadas;2005T1;156,1
04 Balears, Illes;Ambas jornadas;Horas pagadas;2004T4;159,4
04 Balears, Illes;Ambas jornadas;Horas pagadas;2004T3;161,4
04 Balears, Illes;Ambas jornadas;Horas pagadas;2004T2;159,8
04 Balears, Illes;Ambas jornadas;Horas pagadas;2004T1;156,3
04 Balears, Illes;Ambas jornadas;Horas pagadas;2003T4;160,3
04 Balears, Illes;Ambas jornadas;Horas pagadas;2003T3;162,8
04 Balears, Illes;Ambas jornadas;Horas pagadas;2003T2;161,9
04 Balears, Illes;Ambas jornadas;Horas pagadas;2003T1;160,4
04 Balears, Illes;Ambas jornadas;Horas pagadas;2002T4;159,6
04 Balears, Illes;Ambas jornadas;Horas pagadas;2002T3;163,5
04 Balears, Illes;Ambas jornadas;Horas pagadas;2002T2;161,7
04 Balears, Illes;Ambas jornadas;Horas pagadas;2002T1;159,7
04 Balears, Illes;Ambas jornadas;Horas pagadas;2001T4;161,6
04 Balears, Illes;Ambas jornadas;Horas pagadas;2001T3;163,6
04 Balears, Illes;Ambas jornadas;Horas pagadas;2001T2;162,7
04 Balears, Illes;Ambas jornadas;Horas pagadas;2001T1;161,2
04 Balears, Illes;Ambas jornadas;Horas pagadas;2000T4;161,5
04 Balears, Illes;Ambas jornadas;Horas pagadas;2000T3;162,3
04 Balears, Illes;Ambas jornadas;Horas pagadas;2000T2;162,6
04 Balears, Illes;Ambas jornadas;Horas pagadas;2000T1;159,5
04 Balears, Illes;Ambas jornadas;Horas efectivas;2007T4;130,9
04 Balears, Illes;Ambas jornadas;Horas efectivas;2007T3;137,1
04 Balears, Illes;Ambas jornadas;Horas efectivas;2007T2;141,4
04 Balears, Illes;Ambas jornadas;Horas efectivas;2007T1;139,7
04 Balears, Illes;Ambas jornadas;Horas efectivas;2006T4;131,3
04 Balears, Illes;Ambas jornadas;Horas efectivas;2006T3;139,4
04 Balears, Illes;Ambas jornadas;Horas efectivas;2006T2;143,5
04 Balears, Illes;Ambas jornadas;Horas efectivas;2006T1;141,1
04 Balears, Illes;Ambas jornadas;Horas efectivas;2005T4;134,5
04 Balears, Illes;Ambas jornadas;Horas efectivas;2005T3;141,6
04 Balears, Illes;Ambas jornadas;Horas efectivas;2005T2;147,2
04 Balears, Illes;Ambas jornadas;Horas efectivas;2005T1;135,4
04 Balears, Illes;Ambas jornadas;Horas efectivas;2004T4;136,2
04 Balears, Illes;Ambas jornadas;Horas efectivas;2004T3;142,6
04 Balears, Illes;Ambas jornadas;Horas efectivas;2004T2;146,2
04 Balears, Illes;Ambas jornadas;Horas efectivas;2004T1;141,1
04 Balears, Illes;Ambas jornadas;Horas efectivas;2003T4;141,5
04 Balears, Illes;Ambas jornadas;Horas efectivas;2003T3;143,1
04 Balears, Illes;Ambas jornadas;Horas efectivas;2003T2;146,6
04 Balears, Illes;Ambas jornadas;Horas efectivas;2003T1;147
